time,ACB,BCM,BID,BVH,CTG,FPT,GAS,GVR,HDB,HPG,LPB,MBB,MSN,MWG,PLX,SAB,SHB,SSB,SSI,STB,TCB,TPB,VCB,VHM,VIB,VIC,VJC,VNM,VPB,VRE
2020-02-28,8.74,23.42,26.48,48.26,17.38,23.58,51.29,11.03,7.12,9.43,3.01,8.04,40.22,34.3,43.13,73.27,4.49,9.95,5.99,11.75,10.86,6.83,36.27,59.24,5.07,93.69,122.7,70.19,9.37,28.8
2020-02-29,8.763333333333334,23.61,26.386666666666667,48.26,17.38,23.65,51.64,11.12,7.136666666666667,9.39,3.123333333333333,8.046666666666667,40.03,34.3,42.99,73.36999999999999,4.63,9.95,5.976666666666667,11.966666666666667,10.9,6.833333333333333,36.09666666666667,59.29,5.08,93.69,122.13333333333334,70.06,9.296666666666667,28.85
2020-03-01,8.786666666666667,23.8,26.293333333333333,48.26,17.38,23.72,51.99,11.21,7.153333333333333,9.35,3.236666666666667,8.053333333333333,39.839999999999996,34.3,42.85,73.47,4.7700000000000005,9.95,5.963333333333334,12.183333333333334,10.94,6.836666666666667,35.92333333333333,59.34,5.09,93.69,121.56666666666666,69.92999999999999,9.223333333333333,28.9
2020-03-02,8.81,23.99,26.2,48.26,17.38,23.79,52.34,11.3,7.17,9.31,3.35,8.06,39.65,34.3,42.71,73.57,4.91,9.95,5.95,12.4,10.98,6.84,35.75,59.39,5.1,93.69,121.0,69.8,9.15,28.95
2020-03-03,8.95,24.27,27.25,48.52,17.98,24.13,54.58,12.54,7.25,9.43,3.69,8.19,40.3,34.49,42.63,73.36,5.38,9.95,6.01,12.7,11.15,6.92,36.32,59.76,5.18,93.87,121.9,70.26,9.25,29.05
2020-03-04,8.91,23.61,26.82,48.43,17.65,23.5,52.34,11.65,7.24,9.35,4.2,8.08,39.93,33.91,41.88,72.46,5.61,9.95,6.08,12.6,10.96,7.05,35.66,59.32,5.1,93.78,128.7,70.13,9.15,28.5
2020-03-05,9.12,23.52,26.97,48.86,17.92,23.67,52.67,11.38,7.34,9.37,3.86,8.11,42.08,34.11,42.05,72.29,6.17,9.95,6.27,12.7,11.08,7.1,36.36,60.05,5.18,94.13,123.9,70.06,9.54,29.0
2020-03-06,8.81,23.52,26.91,48.26,17.38,22.99,51.42,11.3,7.17,9.29,3.74,8.02,44.02,33.53,41.55,71.87,6.08,9.95,6.19,12.4,10.76,7.0,37.27,59.61,5.1,93.33,122.9,69.33,9.29,28.7
2020-03-07,8.716666666666667,23.24,26.443333333333335,47.24333333333333,17.08,22.666666666666664,50.10333333333333,11.202727272727273,7.073333333333333,9.166666666666666,3.6533333333333333,7.916666666666666,44.66666666666667,32.85666666666667,40.94333333333333,70.45333333333333,5.94,9.95,6.073333333333333,12.166666666666666,10.566666666666666,6.8933333333333335,36.57666666666667,59.04666666666667,5.053333333333333,92.44333333333333,121.60000000000001,68.82333333333334,9.126666666666667,28.3
2020-03-08,8.623333333333333,22.96,25.976666666666667,46.22666666666667,16.78,22.343333333333334,48.78666666666667,11.105454545454545,6.976666666666667,9.043333333333333,3.566666666666667,7.8133333333333335,45.31333333333333,32.18333333333334,40.336666666666666,69.03666666666668,5.8,9.95,5.956666666666667,11.933333333333334,10.373333333333333,6.786666666666666,35.88333333333333,58.483333333333334,5.006666666666667,91.55666666666667,120.3,68.31666666666666,8.963333333333333,27.9
