Series Name,Series Code,Country Name,Country Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,Afghanistan,AFG,0.280987881083867,0.247614251046152,0.23589670774426,0.224963910315426,0.202007124113082,0.192221917434848,0.199371857842555,0.166263302067621,0.168281609531497,0.187993966286215
Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,Albania,ALB,0.406655042417948,0.338947145893809,0.341428447016508,0.354790608493461,0.391731835310123,0.369140857350477,0.37009087109992,0.398015822592829,0.35236509870851,0.404332620441353
Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,Algeria,DZA,0.414770264586078,0.339316269216244,0.329292751429834,0.337543782856016,0.333442708969579,0.321644246444574,0.295313224987704,0.286997163356223,0.313306579246608,0.318822657845985
Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..
Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,Andorra,AND,0.91473269279999,0.76192522853544,0.755596148226227,0.7661881617016,0.77509352285557,0.71783827489834,0.71716069963247,0.715053505428999,0.619453950090325,0.652614137142021
Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,Angola,AGO,0.626511613384655,0.451408159659843,0.264176316567577,0.348542002652781,0.345489998832843,0.290879978262779,0.224768108944545,0.259967838981942,0.369682720660272,0.287059467968953
Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,Antigua and Barbuda,ATG,0.716707426544978,0.766132850867811,0.776572018041041,0.791976805086489,0.745117752640337,0.711711954187463,0.687060576898081,0.67384993588483,0.669883274398741,0.677688469561389
Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,Argentina,ARG,0.627745774331629,0.687447782840901,0.631657865947359,0.62144344185593,0.481467070966957,0.423355375548655,0.381166737382459,0.408285397167516,0.470836720758073,0.471622202801391
Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,Armenia,ARM,0.395647600550136,0.359992907269505,0.333428009699777,0.320657413960074,0.325840237476222,0.30697812531997,0.290261718464722,0.294263704063936,0.342980404731774,0.377322487024078
Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,Aruba,ABW,0.73280502011743,0.763303791019128,0.759784686729285,0.757897566150687,0.765701445787313,0.79509039830895,0.788775769025922,0.761985246029648,0.733731968938425,0.755766011715458
Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,Australia,AUS,1.33345543379171,1.22642564340216,1.05560473092982,1.11433622258473,1.13974126437851,1.04365870910572,0.959384642611267,1.04234593083354,0.987274641505217,0.921534143682106
Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,Austria,AUT,1.06120244100745,0.886055884940234,0.859987342362259,0.875513078895296,0.90390612466745,0.826543853772548,0.832431382006228,0.852755763565878,0.738256596540859,0.79710150073923
Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,Azerbaijan,AZE,0.449272061484404,0.364869265023484,0.266974276483708,0.289691151445364,0.310135082130732,0.288195627577165,0.278952156796175,0.268904794664944,0.344561662830981,0.301972944525906
Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,"Bahamas, The",BHS,0.918396825378532,0.955871813530898,0.94831266986888,0.929797828197479,0.926608264446259,0.931452453136444,0.962290525436401,0.977568686008453,0.95175889800959,0.976986677146743
Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,Bahrain,BHR,0.487150206442112,0.494106947687074,0.501803762934372,0.493872989999487,0.506305472647891,0.481624988482354,0.45555112685295,0.49400361294442,0.497322872951311,0.460156805455495
Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,Bangladesh,BGD,0.330036171007216,0.348202046269634,0.360173872532574,0.370925254495584,0.357957536790762,0.35220031278481,0.33865254349011,0.333668338762788,0.321456738329406,0.278867487199533
Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,Barbados,BRB,1.08592722787624,1.06456380645221,1.05840749483121,1.10022187232971,1.08111333847046,1.0971919298172,1.1594123840332,1.19210171699524,1.12016683865246,1.11566597358505
Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,Belarus,BLR,0.438143113329308,0.329061992892785,0.282617796687098,0.314197036721733,0.317589301929991,0.306604704090341,0.263057861315616,0.27125674876434,0.28120964139832,0.254495598351831
Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,Belgium,BEL,1.06308492661882,0.887370657715625,0.864503507062648,0.87621912963059,0.905091802995293,0.823745167498038,0.818000876365761,0.852243637011614,0.746282933260703,0.793982040749034
Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,Belize,BLZ,0.645751024128025,0.64524774465891,0.653350764318335,0.6657258272171,0.633025348186495,0.58777493238449,0.54347938299179,0.524310171604155,0.524911993898085,0.539663011297845
